;id;start_date ;deposit;balance;loan;loan_type;requested_amount;granted_amount;action;SM_account_number;SM_friends;SM_tags;SM_likes
7383;7383;2017-09-16;1;380;1;kredyt ratalny;500;500;0;4;509;0;0
7384;7384;2017-12-03;0;NA;1;karta kredytowa;2200;2200;0;3;414;0;0
7385;7385;2017-01-16;1;2930;0;;NA;NA;1;1;23;4;1
7386;7386;2017-02-13;1;4150;0;;NA;NA;0;2;104;4;0
7387;7387;2017-01-25;1;700;0;;NA;NA;1;1;203;1;12
7388;7388;2017-01-25;1;0;0;;NA;NA;0;3;404;0;0
7389;7389;2017-05-08;0;NA;1;kredyt ratalny;400;400;0;3;795;0;0
7390;7390;2017-08-03;1;0;0;;NA;NA;0;3;554;0;0
7391;7391;2017-02-05;1;0;1;karta kredytowa;1700;1700;0;2;238;0;0
7392;7392;2017-01-08;1;0;0;;NA;NA;0;2;159;0;0
7393;7393;2017-12-03;1;0;0;;NA;NA;0;3;577;0;0
7394;7394;2017-12-27;1;0;1;kredyt ratalny;2600;2340;0;1;57;0;0
7395;7395;2017-08-13;1;0;0;;NA;NA;0;1;120;0;0
7396;7396;2017-08-12;1;3060;1;kredyt ratalny;600;600;0;3;554;4;2
7397;7397;2017-05-28;1;2430;1;kredyt ratalny;900;900;0;3;445;3;4
7398;7398;2017-02-24;0;NA;1;kredyt ratalny;700;700;0;3;671;0;0
7399;7399;2017-08-30;1;0;1;kredyt ratalny;500;500;0;4;514;14;8
7400;7400;2017-10-11;1;860;0;;NA;NA;0;3;698;1;4
7401;7401;2017-02-06;0;NA;1;karta kredytowa;1200;1200;1;1;209;9;4
7402;7402;2017-12-22;0;NA;1;karta kredytowa;1300;1300;0;2;31;1;4
7403;7403;2017-09-30;1;990;0;;NA;NA;0;2;57;2;0
7404;7404;2017-07-09;1;5700;0;;1100;NA;0;3;655;6;4
7405;7405;2017-10-02;1;2640;0;;NA;NA;0;3;620;2;4
7406;7406;2017-11-13;1;4510;0;;NA;NA;1;2;255;4;7
7407;7407;2017-01-21;1;4600;0;;NA;NA;1;2;345;5;2
7408;7408;2017-02-16;0;NA;1;kredyt ratalny;600;600;0;1;71;0;0
7409;7409;2017-07-16;0;NA;1;karta kredytowa;3000;3000;0;1;20;3;5
7410;7410;2017-05-19;1;1990;0;;NA;NA;0;4;490;2;0
7411;7411;2017-03-21;1;4800;1;kredyt ratalny;1700;1530;0;3;533;5;0
7412;7412;2017-11-05;1;2420;0;;NA;NA;0;3;380;0;0
7413;7413;2017-01-27;1;2260;0;;NA;NA;1;2;32;4;70
7414;7414;2017-08-17;1;5020;0;;NA;NA;0;1;83;5;1
7415;7415;2017-02-13;1;4080;0;;NA;NA;0;3;672;3;6
7416;7416;2017-10-12;0;NA;1;karta kredytowa;1300;1300;0;1;210;0;0
7417;7417;2017-09-19;1;5980;0;;NA;NA;0;3;350;5;1
7418;7418;2017-06-08;1;5580;1;limit w koncie;1200;1200;1;2;23;5;3
7419;7419;2017-11-29;0;NA;1;kredyt ratalny;700;700;0;4;553;0;0
7420;7420;2017-07-19;1;1090;1;limit w koncie;1000;1000;0;2;37;2;2
7421;7421;2017-05-28;1;510;0;;NA;NA;0;2;18;3;11
7422;7422;2017-03-07;1;4130;0;;NA;NA;0;2;9;4;2
7423;7423;2017-10-16;1;0;0;;NA;NA;0;3;501;5;3
7424;7424;2017-03-27;1;1160;0;;NA;NA;1;2;161;1;1
7425;7425;2017-06-30;1;4590;0;;700;NA;0;2;210;5;8
7426;7426;2017-08-19;0;NA;1;karta kredytowa;1200;1200;0;2;265;0;0
7427;7427;2017-09-29;1;2910;0;;2400;NA;0;2;44;2;12
7428;7428;2017-11-22;0;NA;1;karta kredytowa;1500;1200;0;3;353;0;0
7429;7429;2017-09-05;1;0;0;;NA;NA;1;1;218;2;0
7430;7430;2017-11-14;1;1120;1;kredyt ratalny;600;600;0;1;27;1;0
7431;7431;2017-10-28;1;960;0;;NA;NA;0;2;123;1;1
7432;7432;2017-04-28;1;0;1;kredyt ratalny;500;500;0;2;6;0;0
7433;7433;2017-04-16;1;3750;0;;NA;NA;0;1;124;4;6
7434;7434;2017-04-10;1;0;0;;NA;NA;0;4;553;0;0
7435;7435;2017-01-15;0;NA;1;karta kredytowa;1900;1900;0;2;236;4;3
7436;7436;2017-07-09;1;6370;0;;NA;NA;0;1;103;7;1
7437;7437;2017-10-15;1;0;0;;NA;NA;0;2;13;0;0
7438;7438;2017-11-12;1;3090;0;;NA;NA;0;3;458;5;0
7439;7439;2017-11-08;0;NA;1;karta kredytowa;2300;2300;1;1;72;2;12
7440;7440;2017-03-01;1;0;1;limit w koncie;3400;3400;0;3;556;0;0
7441;7441;2017-04-14;1;4960;0;;NA;NA;0;4;507;5;1
7442;7442;2017-12-01;0;NA;1;karta kredytowa;2000;2000;0;2;122;4;0
7443;7443;2017-07-18;1;6790;1;limit w koncie;2200;2200;1;2;67;7;29
7444;7444;2017-05-04;1;1260;0;;NA;NA;0;3;611;1;17
7445;7445;2017-12-29;1;260;0;;NA;NA;0;3;554;0;0
7446;7446;2017-05-23;1;0;0;;300;NA;0;1;130;0;0
7447;7447;2017-03-05;0;NA;1;kredyt ratalny;800;800;0;2;130;1;1
7448;7448;2017-11-19;1;7540;1;limit w koncie;4100;4100;0;3;446;6;4
7449;7449;2017-09-05;1;1330;0;;NA;NA;0;3;583;1;10
7450;7450;2017-03-28;1;0;0;;NA;NA;0;3;459;0;0
7451;7451;2017-02-25;1;0;0;;NA;NA;0;1;51;0;0
7452;7452;2017-01-17;1;0;0;;NA;NA;0;3;411;0;0
7453;7453;2017-04-20;1;3350;1;kredyt ratalny;400;400;0;4;408;3;1
7454;7454;2017-09-08;1;0;0;;NA;NA;0;3;602;0;0
7455;7455;2017-12-31;0;NA;1;karta kredytowa;2900;2900;0;2;155;1;3
7456;7456;2017-07-30;1;0;0;;NA;NA;0;2;57;1;2
7457;7457;2017-04-12;1;1080;1;kredyt ratalny;400;400;0;3;475;1;42
7458;7458;2017-01-28;0;NA;1;karta kredytowa;4600;4600;0;3;581;1;2
7459;7459;2017-04-13;1;380;0;;NA;NA;0;2;26;0;0
7460;7460;2017-10-19;0;NA;1;karta kredytowa;2600;2600;0;3;495;2;2
7461;7461;2017-01-23;1;4450;0;;NA;NA;0;1;120;5;2
7462;7462;2017-03-31;0;NA;1;karta kredytowa;1500;1500;0;3;607;3;16
7463;7463;2017-07-17;0;NA;1;karta kredytowa;3400;3400;0;3;715;1;2
7464;7464;2017-06-07;1;0;0;;NA;NA;0;2;76;0;0
7465;7465;2017-04-20;1;1850;0;;NA;NA;1;2;15;1;2
7466;7466;2017-06-01;1;1530;1;karta kredytowa;2000;2000;0;3;452;1;2
7467;7467;2017-09-28;1;0;0;;NA;NA;0;1;124;0;0
7468;7468;2017-02-11;1;3260;0;;NA;NA;0;1;27;2;4
7469;7469;2017-06-26;1;9250;0;;NA;NA;0;3;509;10;1
7470;7470;2017-01-14;1;6590;1;kredyt ratalny;2700;2430;0;4;474;7;6
7471;7471;2017-11-06;1;1130;0;;NA;NA;0;3;501;1;19
7472;7472;2017-05-07;1;790;0;;NA;NA;0;3;483;1;5
7473;7473;2017-10-16;1;1860;0;;NA;NA;0;2;151;1;16
7474;7474;2017-03-18;1;0;0;;NA;NA;0;1;211;0;0
7475;7475;2017-06-16;1;0;0;;NA;NA;0;1;9;0;0
7476;7476;2017-08-05;1;50;0;;NA;NA;0;3;615;0;0
7477;7477;2017-05-22;1;0;0;;NA;NA;0;2;146;0;0
7478;7478;2017-08-10;0;NA;1;karta kredytowa;1800;1800;0;4;490;0;0
7479;7479;2017-06-12;1;440;0;;NA;NA;0;4;621;0;0
7480;7480;2017-06-29;1;4450;0;;NA;NA;1;2;107;4;2
7481;7481;2017-10-01;1;2620;0;;NA;NA;0;2;24;3;4
7482;7482;2017-01-17;1;1130;1;limit w koncie;2800;2800;0;1;214;1;0
7483;7483;2017-11-29;0;NA;1;karta kredytowa;1000;1000;0;3;528;20;0
7484;7484;2017-04-21;1;3160;0;;NA;NA;1;1;134;3;3
7485;7485;2017-11-06;1;1820;1;limit w koncie;3100;3100;1;2;34;2;3
7486;7486;2017-08-31;1;830;1;kredyt ratalny;400;400;0;1;242;0;0
7487;7487;2017-01-25;1;4820;1;limit w koncie;1500;1500;0;1;114;3;2
7488;7488;2017-10-30;0;NA;1;karta kredytowa;1900;1900;0;2;195;1;4
7489;7489;2017-09-30;1;6250;0;;NA;NA;0;2;222;5;2
7490;7490;2017-01-18;0;NA;1;kredyt ratalny;400;400;0;3;366;0;0
7491;7491;2017-08-30;1;690;0;;NA;NA;0;4;593;1;7
7492;7492;2017-11-14;1;3060;0;;NA;NA;0;2;17;1;2
7493;7493;2017-09-17;1;0;0;;NA;NA;0;1;94;0;0
7494;7494;2017-03-05;0;NA;1;kredyt ratalny;500;500;0;1;35;0;0
7495;7495;2017-10-29;1;4510;0;;NA;NA;0;3;434;4;2
7496;7496;2017-01-29;1;1870;1;kredyt ratalny;3500;3150;1;2;24;2;4
7497;7497;2017-09-28;1;1210;0;;NA;NA;0;3;358;1;2
7498;7498;2017-06-25;1;6650;0;;NA;NA;0;2;300;6;1
7499;7499;2017-09-15;0;NA;1;karta kredytowa;1500;1500;0;2;23;0;0
7500;7500;2017-10-16;1;1200;0;;NA;NA;1;2;238;1;5
7501;7501;2017-11-29;0;NA;1;karta kredytowa;1300;1300;0;2;68;0;0
7502;7502;2017-07-07;1;1300;1;karta kredytowa;1200;1200;0;3;522;1;0
7503;7503;2017-08-19;1;4170;0;;3000;NA;0;1;174;3;2
7504;7504;2017-12-22;1;5580;0;;NA;NA;0;2;88;4;17
7505;7505;2017-07-04;1;2770;1;kredyt ratalny;500;500;0;4;654;1;4
7506;7506;2017-12-20;0;NA;1;kredyt ratalny;800;800;0;2;16;0;0
7507;7507;2017-11-22;0;NA;1;karta kredytowa;1100;1100;0;3;460;0;0
7508;7508;2017-04-24;1;8300;0;;NA;NA;0;1;143;8;0
7509;7509;2017-10-26;0;NA;1;kredyt ratalny;600;600;0;4;565;16;3
7510;7510;2017-04-02;1;2360;1;limit w koncie;2000;2000;0;2;218;1;4
7511;7511;2017-07-20;0;NA;1;kredyt ratalny;500;500;0;2;134;4;2
7512;7512;2017-11-19;1;3490;1;limit w koncie;1600;1600;0;1;216;4;0
7513;7513;2017-03-22;1;4860;0;;NA;NA;0;1;171;4;1
7514;7514;2017-11-30;1;0;0;;NA;NA;0;2;242;0;0
7515;7515;2017-11-28;1;3290;0;;NA;NA;0;4;523;3;69
7516;7516;2017-10-04;0;NA;1;karta kredytowa;1700;1700;0;4;746;0;0
7517;7517;2017-06-05;1;840;0;;NA;NA;0;2;32;0;0
7518;7518;2017-06-18;1;1940;0;;NA;NA;0;4;659;1;0
7519;7519;2017-11-10;1;0;0;;NA;NA;0;4;550;1;2
7520;7520;2017-11-10;0;NA;1;karta kredytowa;1500;1500;0;2;15;3;3
7521;7521;2017-07-15;0;NA;1;karta kredytowa;1200;1200;0;3;339;2;2
7522;7522;2017-04-02;1;6890;1;karta kredytowa;1900;1900;1;1;149;6;7
7523;7523;2017-11-19;1;3270;0;;NA;NA;0;4;563;3;17
7524;7524;2017-04-29;1;0;0;;NA;NA;1;1;72;0;0
7525;7525;2017-02-26;1;1190;1;karta kredytowa;1700;1700;0;4;680;2;0
7526;7526;2017-07-22;0;NA;1;karta kredytowa;2500;2500;0;1;139;0;0
7527;7527;2017-05-28;1;1870;1;karta kredytowa;6600;6600;0;2;150;1;4
7528;7528;2017-06-28;1;6250;0;;NA;NA;0;3;413;6;11
7529;7529;2017-03-09;0;NA;1;karta kredytowa;2700;2700;0;3;517;19;5
7530;7530;2017-05-03;1;2390;0;;NA;NA;0;4;620;2;12
7531;7531;2017-12-26;1;3870;0;;NA;NA;0;3;488;4;9
7532;7532;2017-10-02;1;1770;1;kredyt ratalny;1400;1120;0;3;660;1;2
7533;7533;2017-06-05;1;1870;0;;NA;NA;0;4;442;2;4
7534;7534;2017-06-11;1;2460;0;;700;NA;0;4;491;3;9
7535;7535;2017-10-12;0;NA;1;karta kredytowa;1500;1500;0;1;7;10;4
7536;7536;2017-09-12;1;2750;1;kredyt ratalny;300;300;0;3;640;2;2
7537;7537;2017-02-19;1;1710;1;kredyt ratalny;700;700;0;3;518;5;1
7538;7538;2017-07-24;1;1870;1;kredyt ratalny;700;700;0;3;455;2;7
7539;7539;2017-06-27;1;2560;0;;NA;NA;0;3;568;1;2
7540;7540;2017-08-29;1;3420;0;;NA;NA;0;3;583;4;1
7541;7541;2017-01-24;1;3020;1;karta kredytowa;1300;1300;0;1;118;2;8
7542;7542;2017-12-18;0;NA;1;kredyt ratalny;400;400;0;3;547;0;0
7543;7543;2017-10-30;1;3130;0;;NA;NA;1;1;130;3;2
7544;7544;2017-12-21;0;NA;1;kredyt ratalny;700;700;0;3;558;0;0
7545;7545;2017-03-25;1;4380;0;;NA;NA;0;1;51;2;1
7546;7546;2017-12-19;1;0;0;;NA;NA;0;2;223;0;0
7547;7547;2017-02-10;1;580;1;limit w koncie;4000;4000;1;2;170;1;7
7548;7548;2017-01-02;1;5830;0;;NA;NA;0;3;582;6;3
7549;7549;2017-03-01;1;1270;0;;NA;NA;0;3;478;1;2
7550;7550;2017-04-08;0;NA;1;kredyt ratalny;700;700;0;1;168;5;0
7551;7551;2017-11-30;1;3910;1;kredyt ratalny;700;700;0;3;553;4;1
7552;7552;2017-10-13;1;0;0;;NA;NA;0;2;67;20;0
7553;7553;2017-08-06;1;1870;0;;NA;NA;0;1;41;2;4
7554;7554;2017-07-21;1;3020;0;;NA;NA;0;1;118;3;72
7555;7555;2017-03-16;1;0;0;;NA;NA;0;2;174;0;0
7556;7556;2017-01-19;1;0;0;;NA;NA;0;2;165;0;0
7557;7557;2017-03-30;0;NA;1;karta kredytowa;1200;1200;0;4;473;2;1
7558;7558;2017-06-15;0;NA;1;karta kredytowa;1900;1900;0;2;81;0;0
7559;7559;2017-12-17;1;1850;0;;300;NA;0;3;386;2;1
7560;7560;2017-07-26;1;2880;0;;NA;NA;1;2;211;2;3
7561;7561;2017-03-28;1;0;1;karta kredytowa;4500;4500;1;1;93;0;0
7562;7562;2017-08-15;1;3920;0;;NA;NA;0;3;558;4;1
7563;7563;2017-05-25;0;NA;1;kredyt ratalny;600;600;0;3;641;0;0
7564;7564;2017-07-22;1;0;0;;NA;NA;0;1;227;1;9
7565;7565;2017-02-01;1;5680;0;;NA;NA;0;3;621;4;1
7566;7566;2017-03-14;1;1120;0;;NA;NA;1;1;217;1;4
7567;7567;2017-03-30;1;4540;0;;NA;NA;0;3;554;4;8
7568;7568;2017-11-07;1;1600;0;;NA;NA;0;3;562;1;2
7569;7569;2017-12-27;0;NA;1;kredyt ratalny;400;400;0;1;76;1;2
7570;7570;2017-11-09;0;NA;1;karta kredytowa;1500;1200;1;2;67;1;4
7571;7571;2017-02-20;1;3740;0;;NA;NA;0;1;201;4;10
7572;7572;2017-03-02;1;0;0;;NA;NA;0;2;54;0;0
7573;7573;2017-11-15;1;5650;0;;NA;NA;1;2;159;5;1
7574;7574;2017-11-12;1;3090;1;kredyt ratalny;1800;1620;0;2;35;3;1
7575;7575;2017-06-05;1;5100;0;;NA;NA;1;2;167;5;5
7576;7576;2017-10-14;1;5050;0;;NA;NA;0;3;427;4;1
7577;7577;2017-06-08;1;2630;0;;NA;NA;0;3;542;3;2
7578;7578;2017-12-03;1;1600;0;;NA;NA;0;3;489;2;35
7579;7579;2017-11-01;1;3810;0;;NA;NA;0;3;556;3;0
7580;7580;2017-08-26;1;880;0;;NA;NA;0;3;486;2;2
7581;7581;2017-04-12;1;1400;1;kredyt ratalny;300;300;0;1;12;1;1
7582;7582;2017-07-19;1;370;1;kredyt ratalny;600;600;0;1;102;1;2
7583;7583;2017-05-03;1;1560;0;;NA;NA;0;3;578;1;1
7584;7584;2017-08-03;1;30;0;;NA;NA;0;2;27;4;3
7585;7585;2017-10-19;1;970;0;;NA;NA;0;3;581;1;2
7586;7586;2017-10-24;1;0;0;;NA;NA;0;3;516;0;0
7587;7587;2017-06-05;1;790;0;;1500;NA;0;3;530;1;1
7588;7588;2017-05-11;1;0;1;limit w koncie;2100;2100;0;2;186;0;0
7589;7589;2017-09-22;0;NA;1;kredyt ratalny;600;600;0;3;448;0;0
7590;7590;2017-11-22;0;NA;1;karta kredytowa;3100;3100;0;3;438;0;0
7591;7591;2017-07-02;1;5650;0;;NA;NA;1;2;227;5;1
7592;7592;2017-09-15;1;7670;0;;NA;NA;0;1;258;8;2
7593;7593;2017-03-12;0;NA;1;kredyt ratalny;400;400;0;2;352;16;3
7594;7594;2017-01-18;1;2660;0;;NA;NA;0;3;532;2;6
7595;7595;2017-12-17;1;2430;0;;NA;NA;0;3;463;2;3
7596;7596;2017-09-04;1;2170;0;;NA;NA;0;3;596;2;4
7597;7597;2017-06-25;1;2370;0;;NA;NA;0;3;694;1;2
7598;7598;2017-04-09;1;0;0;;NA;NA;0;3;532;1;3
7599;7599;2017-12-07;1;1790;0;;NA;NA;0;1;91;2;4
7600;7600;2017-04-12;1;1940;0;;NA;NA;1;2;110;2;4
7601;7601;2017-12-01;1;3020;0;;NA;NA;0;1;159;1;1
7602;7602;2017-11-29;1;5610;0;;NA;NA;1;1;280;6;0
7603;7603;2017-02-26;0;NA;1;kredyt ratalny;3800;3040;0;2;73;2;3
7604;7604;2017-11-05;0;NA;1;kredyt ratalny;700;700;0;3;426;4;3
7605;7605;2017-07-06;1;5470;0;;NA;NA;0;3;623;6;1
7606;7606;2017-10-01;1;1750;0;;NA;NA;0;4;554;1;0
7607;7607;2017-05-08;1;0;0;;NA;NA;0;2;279;0;0
7608;7608;2017-09-14;1;6240;1;kredyt ratalny;800;800;0;3;504;7;4
7609;7609;2017-05-08;0;NA;1;kredyt ratalny;600;600;0;3;526;3;1
7610;7610;2017-12-17;1;5770;0;;NA;NA;0;1;169;6;3
7611;7611;2017-02-21;1;5980;0;;NA;NA;1;2;104;4;16
7612;7612;2017-09-04;1;320;0;;NA;NA;0;1;121;0;0
7613;7613;2017-09-21;1;480;1;kredyt ratalny;300;300;0;3;653;0;0
7614;7614;2017-11-08;1;4460;0;;NA;NA;1;2;6;4;2
7615;7615;2017-10-13;1;5950;0;;NA;NA;0;3;498;3;0
7616;7616;2017-05-12;1;6310;0;;NA;NA;1;2;120;4;3
7617;7617;2017-07-17;1;580;0;;NA;NA;0;1;68;0;0
7618;7618;2017-06-10;0;NA;1;karta kredytowa;5000;5000;0;3;532;1;2
7619;7619;2017-09-07;1;6760;0;;NA;NA;1;2;104;6;4
7620;7620;2017-04-30;1;3290;0;;NA;NA;0;4;455;4;2
7621;7621;2017-11-29;0;NA;1;karta kredytowa;1400;1400;0;1;118;1;25
7622;7622;2017-09-30;1;3160;0;;NA;NA;0;3;655;2;1
7623;7623;2017-09-22;1;5130;0;;NA;NA;0;3;528;3;2
7624;7624;2017-03-27;1;6290;0;;NA;NA;0;3;642;6;2
7625;7625;2017-09-11;0;NA;1;kredyt ratalny;300;300;1;2;356;2;2
7626;7626;2017-12-14;1;5660;0;;NA;NA;0;3;651;3;5
7627;7627;2017-12-26;0;NA;1;karta kredytowa;1500;1200;0;1;96;5;13
7628;7628;2017-07-11;1;3340;1;limit w koncie;1300;1300;0;2;103;3;0
7629;7629;2017-07-15;1;0;1;kredyt ratalny;400;400;0;3;557;0;0
7630;7630;2017-12-03;1;8910;1;limit w koncie;1400;1400;0;3;533;7;3
7631;7631;2017-12-17;1;0;0;;NA;NA;0;3;477;0;0
7632;7632;2017-07-21;1;6120;1;limit w koncie;1200;1200;0;3;466;7;1
7633;7633;2017-12-31;1;2790;0;;NA;NA;0;4;475;2;4
7634;7634;2017-01-14;1;8540;1;kredyt ratalny;1900;1520;0;2;6;8;2
7635;7635;2017-10-04;1;3840;0;;NA;NA;0;3;350;5;2
7636;7636;2017-07-10;0;NA;1;karta kredytowa;5000;5000;0;1;41;1;0
7637;7637;2017-05-17;1;0;0;;NA;NA;1;1;176;4;5
7638;7638;2017-10-06;1;0;1;kredyt ratalny;600;600;0;3;501;0;0
7639;7639;2017-05-23;1;0;1;kredyt ratalny;400;400;0;3;550;0;0
7640;7640;2017-07-20;1;0;0;;NA;NA;0;3;573;56;5
7641;7641;2017-08-21;1;5100;0;;NA;NA;0;1;211;5;1
7642;7642;2017-05-12;0;NA;1;kredyt ratalny;4200;3780;0;2;98;0;0
7643;7643;2017-08-21;1;8640;0;;NA;NA;1;2;139;8;2
7644;7644;2017-05-15;1;2540;0;;NA;NA;0;1;255;3;2
7645;7645;2017-10-26;1;2000;0;;NA;NA;0;1;130;2;4
7646;7646;2017-05-13;1;4850;0;;2700;NA;0;1;117;7;3
7647;7647;2017-09-06;1;400;0;;NA;NA;0;3;590;10;2
7648;7648;2017-11-09;1;2810;0;;5600;NA;0;3;474;4;7
7649;7649;2017-08-16;1;2530;0;;NA;NA;1;2;364;4;5
7650;7650;2017-04-20;1;0;0;;NA;NA;0;1;117;13;2
7651;7651;2017-09-11;1;1650;0;;1100;NA;0;3;471;2;2
7652;7652;2017-07-12;0;NA;1;karta kredytowa;2000;2000;0;4;552;1;5
7653;7653;2017-09-01;0;NA;1;kredyt ratalny;500;500;0;2;321;0;0
7654;7654;2017-04-06;1;1240;0;;NA;NA;1;2;131;1;1
7655;7655;2017-10-28;1;0;0;;NA;NA;0;1;99;0;0
7656;7656;2017-09-01;1;0;0;;NA;NA;0;2;115;0;0
7657;7657;2017-09-18;0;NA;1;karta kredytowa;5700;5700;0;2;121;0;0
7658;7658;2017-11-23;0;NA;1;kredyt ratalny;500;500;0;1;214;7;3
7659;7659;2017-04-07;0;NA;1;kredyt ratalny;900;900;0;4;477;1;4
7660;7660;2017-07-22;1;4130;1;kredyt ratalny;4400;3520;0;2;125;3;0
7661;7661;2017-04-13;1;4740;0;;1300;NA;0;3;550;5;10
7662;7662;2017-01-05;1;190;0;;NA;NA;0;2;86;0;0
7663;7663;2017-01-25;1;1260;0;;NA;NA;0;4;580;3;2
7664;7664;2017-07-18;1;0;0;;NA;NA;0;2;10;8;1
7665;7665;2017-02-03;1;1630;0;;NA;NA;0;3;1154;2;2
7666;7666;2017-02-24;1;1990;0;;NA;NA;1;1;173;2;1
7667;7667;2017-03-16;1;0;0;;2100;NA;0;3;646;0;0
7668;7668;2017-06-13;1;6360;1;karta kredytowa;1800;1800;0;3;545;4;92
7669;7669;2017-04-16;1;6140;1;kredyt ratalny;800;800;0;4;631;6;3
7670;7670;2017-09-28;1;1710;0;;NA;NA;1;2;89;2;4
7671;7671;2017-12-06;0;NA;1;kredyt ratalny;500;500;0;3;632;3;4
7672;7672;2017-02-06;1;2020;1;karta kredytowa;1700;1700;0;3;606;0;0
7673;7673;2017-02-13;1;840;0;;NA;NA;0;3;508;1;4
7674;7674;2017-09-24;1;1720;0;;NA;NA;0;2;306;2;11
7675;7675;2017-11-26;1;280;0;;NA;NA;1;2;148;0;0
7676;7676;2017-02-23;1;3770;1;karta kredytowa;2200;2200;0;4;449;3;7
7677;7677;2017-05-05;0;NA;1;karta kredytowa;1100;1100;0;2;186;1;1
7678;7678;2017-08-01;1;6180;0;;NA;NA;0;1;9;6;3
7679;7679;2017-09-12;0;NA;1;kredyt ratalny;600;600;0;4;554;1;1
7680;7680;2017-12-04;1;790;0;;NA;NA;0;3;429;1;4
7681;7681;2017-05-16;1;0;0;;NA;NA;0;3;466;0;0
7682;7682;2017-07-04;1;0;1;karta kredytowa;1800;1800;0;3;591;0;0
7683;7683;2017-04-07;1;0;0;;400;NA;0;1;300;0;0
7684;7684;2017-07-06;1;0;0;;NA;NA;0;4;548;15;0
7685;7685;2017-05-30;1;1840;0;;NA;NA;0;4;612;1;2
7686;7686;2017-12-15;1;420;0;;4900;NA;0;3;622;0;0
7687;7687;2017-06-08;1;3800;1;kredyt ratalny;300;300;1;2;195;4;4
7688;7688;2017-10-14;1;3020;0;;NA;NA;0;3;745;3;3
7689;7689;2017-11-03;1;0;0;;NA;NA;0;1;84;2;4
7690;7690;2017-08-18;1;1540;0;;900;NA;1;2;216;4;12
7691;7691;2017-10-29;0;NA;1;karta kredytowa;7800;7800;1;2;23;0;0
7692;7692;2017-12-21;0;NA;1;karta kredytowa;1300;1300;0;2;104;0;0
7693;7693;2017-01-28;1;3460;0;;NA;NA;0;3;588;4;3
7694;7694;2017-03-20;1;2100;0;;NA;NA;0;2;123;1;2
7695;7695;2017-03-21;1;450;0;;1200;NA;1;2;101;1;11
7696;7696;2017-07-01;0;NA;1;kredyt ratalny;600;600;0;2;79;0;0
7697;7697;2017-06-18;0;NA;1;karta kredytowa;1100;1100;0;3;737;1;3
7698;7698;2017-08-15;1;3400;0;;NA;NA;0;1;214;3;3
7699;7699;2017-09-09;1;4920;0;;NA;NA;0;3;651;4;10
7700;7700;2017-01-15;1;0;0;;NA;NA;0;3;581;1;5
7701;7701;2017-09-01;1;2280;0;;NA;NA;0;2;48;3;3
7702;7702;2017-04-26;0;NA;1;karta kredytowa;1100;1100;0;3;527;1;15
7703;7703;2017-08-16;1;0;0;;NA;NA;0;1;12;0;0
7704;7704;2017-08-27;1;20;0;;NA;NA;0;3;584;0;0
7705;7705;2017-01-08;1;240;0;;NA;NA;0;1;27;0;0
7706;7706;2017-12-06;1;2860;0;;NA;NA;0;3;591;4;3
7707;7707;2017-12-29;0;NA;1;kredyt ratalny;600;600;0;3;498;0;0
7708;7708;2017-04-15;1;1120;1;limit w koncie;1100;1100;0;4;693;1;3
7709;7709;2017-12-08;1;3730;0;;NA;NA;0;3;599;3;1
7710;7710;2017-01-13;1;0;0;;NA;NA;0;4;396;0;0
7711;7711;2017-09-02;1;2520;1;karta kredytowa;1100;1100;0;1;187;1;4
7712;7712;2017-05-05;0;NA;1;kredyt ratalny;600;600;0;1;88;0;0
7713;7713;2017-05-23;1;2920;1;kredyt ratalny;400;400;0;3;425;3;1
7714;7714;2017-04-13;1;6140;0;;NA;NA;1;2;167;4;5
7715;7715;2017-05-15;1;560;0;;NA;NA;0;1;76;0;0
7716;7716;2017-09-05;1;4160;0;;NA;NA;0;2;57;4;3
7717;7717;2017-06-29;1;5370;0;;NA;NA;0;2;249;5;2
7718;7718;2017-01-19;1;0;0;;NA;NA;0;3;506;10;17
7719;7719;2017-06-06;1;0;0;;NA;NA;0;2;40;0;0
7720;7720;2017-04-25;1;0;0;;NA;NA;0;3;509;1;3
7721;7721;2017-08-11;1;0;0;;NA;NA;0;1;181;0;0
7722;7722;2017-08-18;1;5620;1;kredyt ratalny;1800;1620;1;1;101;6;1
7723;7723;2017-08-19;0;NA;1;karta kredytowa;3700;3700;0;3;444;0;0
7724;7724;2017-07-24;1;0;0;;NA;NA;0;4;459;0;0
7725;7725;2017-01-10;1;220;0;;NA;NA;0;2;132;3;3
7726;7726;2017-09-13;1;0;0;;NA;NA;0;2;81;7;4
7727;7727;2017-02-07;1;1360;0;;NA;NA;0;3;625;1;4
7728;7728;2017-03-30;1;2550;0;;NA;NA;0;1;283;1;3
7729;7729;2017-06-14;1;7270;0;;NA;NA;0;2;128;7;4
7730;7730;2017-07-09;1;0;0;;NA;NA;0;2;112;0;0
7731;7731;2017-10-30;0;NA;1;karta kredytowa;1600;1600;0;2;165;0;0
7732;7732;2017-01-15;1;1890;0;;NA;NA;0;3;420;6;1
7733;7733;2017-08-22;1;1590;1;limit w koncie;3800;3800;0;2;54;17;5
7734;7734;2017-06-12;1;6470;0;;NA;NA;1;2;270;5;4
7735;7735;2017-04-17;1;2710;0;;NA;NA;0;1;121;2;2
7736;7736;2017-02-01;1;5490;0;;NA;NA;0;4;449;2;1
7737;7737;2017-06-13;1;840;0;;NA;NA;0;2;36;4;48
